age,sex,race,educd,stateicp,classwkrd,wkswork1,inctot,treatment
61,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,28000,1
77,female,white,regular high school diploma,illinois,"wage/salary, private",3,30180,1
32,female,white,bachelor's degree,illinois,wage/salary at non-profit,26,47000,1
56,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,10000,1
29,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,19000,1
45,male,white,regular high school diploma,illinois,"wage/salary, private",52,150000,0
44,female,white,"1 or more years of college credit, no degree",illinois,local govt employee,44,30000,1
21,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,8400,1
33,female,white,"1 or more years of college credit, no degree",illinois,"self-employed, not incorporated",52,23000,1
36,male,white,"some college, but less than 1 year",illinois,"self-employed, not incorporated",52,33000,0
47,male,white,regular high school diploma,illinois,"wage/salary, private",52,30400,0
59,female,white,regular high school diploma,illinois,local govt employee,20,31000,1
58,male,white,regular high school diploma,illinois,"wage/salary, private",6,110000,0
63,female,white,bachelor's degree,illinois,"self-employed, not incorporated",52,10000,1
63,male,white,master's degree,illinois,local govt employee,52,96000,0
24,female,two major races,no schooling completed,illinois,"wage/salary, private",52,45000,1
25,male,two major races,doctoral degree,illinois,"wage/salary, private",52,41700,0
63,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,102700,1
62,male,white,bachelor's degree,illinois,local govt employee,52,70000,0
29,male,white,"associate's degree, type not specified",illinois,"self-employed, not incorporated",52,15000,0
24,male,white,"associate's degree, type not specified",illinois,state govt employee,52,12000,0
39,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,72000,0
27,male,white,master's degree,illinois,"wage/salary, private",52,121000,0
38,female,white,master's degree,illinois,state govt employee,52,168000,1
28,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,20000,1
31,male,white,grade 10,illinois,"wage/salary, private",32,44200,0
60,male,white,master's degree,illinois,"wage/salary, private",52,167300,0
57,female,white,bachelor's degree,illinois,"self-employed, not incorporated",30,40000,1
30,male,other asian or pacific islander,bachelor's degree,illinois,"wage/salary, private",52,90000,0
36,male,white,regular high school diploma,illinois,wage/salary at non-profit,52,36000,0
42,female,white,regular high school diploma,illinois,"wage/salary, private",52,28000,1
44,male,white,regular high school diploma,illinois,"wage/salary, private",35,25000,0
56,male,white,regular high school diploma,illinois,wage/salary at non-profit,6,1500,0
20,male,white,"1 or more years of college credit, no degree",illinois,wage/salary at non-profit,52,18000,0
50,female,white,"associate's degree, type not specified",illinois,local govt employee,52,33500,1
55,male,white,regular high school diploma,illinois,"wage/salary, private",52,45000,0
29,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,23440,1
16,male,white,grade 10,illinois,local govt employee,52,4000,0
28,female,white,"12th grade, no diploma",illinois,"wage/salary, private",52,12040,1
57,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,22000,0
56,female,white,"some college, but less than 1 year",illinois,wage/salary at non-profit,52,25000,1
73,male,other asian or pacific islander,"1 or more years of college credit, no degree",illinois,"self-employed, not incorporated",52,85000,0
72,female,other asian or pacific islander,bachelor's degree,illinois,"wage/salary, private",52,43000,1
29,female,white,bachelor's degree,illinois,"wage/salary, private",49,90000,1
30,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",50,60000,0
41,female,black/african american/negro,"associate's degree, type not specified",illinois,"wage/salary, private",52,70000,1
40,male,black/african american/negro,regular high school diploma,illinois,local govt employee,52,32000,0
72,female,black/african american/negro,bachelor's degree,illinois,state govt employee,40,45900,1
63,male,white,regular high school diploma,illinois,"wage/salary, private",52,100000,0
60,female,white,regular high school diploma,illinois,"wage/salary, private",52,52000,1
35,female,white,grade 6,illinois,"self-employed, not incorporated",52,16000,1
35,male,white,regular high school diploma,illinois,"self-employed, incorporated",52,60000,0
46,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,21000,0
60,male,other asian or pacific islander,"1 or more years of college credit, no degree",illinois,"self-employed, not incorporated",40,31400,0
62,female,other asian or pacific islander,master's degree,illinois,"wage/salary, private",52,82900,1
38,female,black/african american/negro,"associate's degree, type not specified",illinois,state govt employee,52,16000,1
51,male,white,regular high school diploma,illinois,"wage/salary, private",52,80000,0
33,female,white,bachelor's degree,illinois,wage/salary at non-profit,45,42000,1
33,male,white,bachelor's degree,illinois,wage/salary at non-profit,52,75000,0
35,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",18,18000,1
38,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,49400,0
38,female,white,bachelor's degree,illinois,"self-employed, not incorporated",36,40000,1
48,male,black/african american/negro,master's degree,illinois,"wage/salary, private",52,25000,0
33,male,black/african american/negro,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,65000,0
46,female,chinese,no schooling completed,illinois,"wage/salary, private",52,30000,1
48,male,chinese,no schooling completed,illinois,"wage/salary, private",1,40000,0
56,male,white,professional degree beyond a bachelor's degree,illinois,"wage/salary, private",52,200000,0
60,female,white,master's degree,illinois,wage/salary at non-profit,52,119000,1
23,female,white,bachelor's degree,illinois,local govt employee,6,6700,1
49,female,white,bachelor's degree,illinois,"self-employed, incorporated",52,40000,1
17,female,white,grade 10,illinois,"wage/salary, private",26,2000,1
45,male,two major races,"1 or more years of college credit, no degree",illinois,"self-employed, incorporated",52,65000,0
18,female,two major races,regular high school diploma,illinois,"self-employed, incorporated",15,2000,1
48,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,25000,0
39,female,white,master's degree,illinois,wage/salary at non-profit,52,111000,1
46,male,other asian or pacific islander,master's degree,illinois,"self-employed, incorporated",52,102000,0
37,female,other asian or pacific islander,professional degree beyond a bachelor's degree,illinois,"self-employed, incorporated",52,154800,1
54,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,57000,1
53,male,white,bachelor's degree,illinois,"self-employed, not incorporated",52,30000,0
18,female,white,regular high school diploma,illinois,"wage/salary, private",20,2900,1
64,female,white,grade 11,illinois,"wage/salary, private",52,17600,1
68,female,white,master's degree,illinois,wage/salary at non-profit,52,18000,1
55,male,white,"1 or more years of college credit, no degree",illinois,"self-employed, incorporated",52,80000,0
51,female,white,bachelor's degree,illinois,"self-employed, incorporated",52,100000,1
26,male,white,regular high school diploma,illinois,"wage/salary, private",40,47000,0
62,female,black/african american/negro,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,74400,1
61,female,white,bachelor's degree,illinois,"wage/salary, private",15,12200,1
29,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,38000,1
58,male,white,bachelor's degree,illinois,"self-employed, incorporated",52,111000,0
75,male,white,grade 6,illinois,"wage/salary, private",52,56800,0
76,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",4,18000,1
80,male,white,regular high school diploma,illinois,"self-employed, not incorporated",18,30600,0
33,female,white,bachelor's degree,illinois,"wage/salary, private",52,85050,1
52,female,white,master's degree,illinois,"wage/salary, private",52,53000,1
40,female,white,bachelor's degree,illinois,"wage/salary, private",52,55000,1
24,male,black/african american/negro,"associate's degree, type not specified",illinois,"wage/salary, private",7,1000,0
47,male,white,master's degree,illinois,"wage/salary, private",52,185000,0
52,female,white,"some college, but less than 1 year",illinois,local govt employee,52,10000,1
16,female,white,grade 10,illinois,local govt employee,12,800,1
16,male,white,grade 10,illinois,local govt employee,8,800,0
50,male,white,master's degree,illinois,"wage/salary, private",52,120000,0
47,female,white,master's degree,illinois,"wage/salary, private",52,140000,1
48,male,white,bachelor's degree,illinois,"wage/salary, private",52,105000,0
43,female,white,master's degree,illinois,"self-employed, not incorporated",52,100000,1
47,male,white,master's degree,illinois,state govt employee,52,95000,0
44,female,white,bachelor's degree,illinois,local govt employee,52,39000,1
18,female,white,regular high school diploma,illinois,"wage/salary, private",22,4000,1
64,female,white,master's degree,illinois,"wage/salary, private",45,10000,1
66,male,white,bachelor's degree,illinois,"self-employed, incorporated",52,50900,0
70,male,white,regular high school diploma,illinois,wage/salary at non-profit,20,47500,0
35,male,white,ged or alternative credential,illinois,"wage/salary, private",52,35000,0
32,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,25000,1
49,female,white,regular high school diploma,illinois,state govt employee,52,45000,1
27,female,white,bachelor's degree,illinois,"wage/salary, private",52,28000,1
29,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,57000,0
54,male,white,ged or alternative credential,illinois,"wage/salary, private",52,50000,0
